article_id,published_date,title,summary,source,url,scope,region_id,category,sentiment_raw,impact_magnitude,weighted_sentiment
art-202408-0184,2024-08-02,Penurunan Tanah di Jakarta Utara Semakin Mengkhawatirkan,Studi terbaru menunjukkan laju penurunan muka tanah di Jakarta Utara mencapai 7 cm per tahun.,Kontan,https://example.com/news/art-202408-0184,local,Jakarta Utara,environment,-0.0249,0.0528,-0.0013
art-202408-0185,2024-08-24,Sekolah Internasional Baru Hadir di Pantai Indah Kapuk,Sekolah internasional berkurikulum Cambridge akan dibuka untuk melayani keluarga di PIK dan sekitarnya.,Detik Finance,https://example.com/news/art-202408-0185,local,Jakarta Utara,development,0.0593,0.0563,0.0033
art-202409-0186,2024-09-26,Anggaran Infrastruktur Naik 30% dari Pemerintahan Sebelumnya,Alokasi anggaran infrastruktur dalam APBN meningkat tajam.,Kompas.com,https://example.com/news/art-202409-0186,national,,policy,0.8,0.85,0.68
art-202409-0187,2024-09-12,Proyek Infrastruktur Strategis Nasional Dipercepat,Pemerintah mempercepat 12 proyek strategis nasional termasuk jaringan transportasi.,Bisnis Indonesia,https://example.com/news/art-202409-0187,national,,infrastructure,0.85,0.9,0.765
art-202409-0188,2024-09-30,PDB Indonesia Tumbuh Melampaui Ekspektasi,Pertumbuhan ekonomi kuartal ketiga melampaui proyeksi seluruh analis.,Bisnis Indonesia,https://example.com/news/art-202409-0188,national,,economy,0.75,0.8,0.6
art-202409-0189,2024-09-26,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202409-0189,local,Jakarta Selatan,market,0.0403,0.1077,0.0043
art-202409-0190,2024-09-25,Harga Properti Pondok Indah Tembus Rekor Baru,Kawasan Pondok Indah mencatat harga tanah tertinggi sepanjang sejarah.,Kompas.com,https://example.com/news/art-202409-0190,regional,Jakarta Selatan,market,0.0572,0.0828,0.0047
art-202409-0191,2024-09-26,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,Tribun News,https://example.com/news/art-202409-0191,local,Jakarta Pusat,infrastructure,0.0735,0.148,0.0109
art-202409-0192,2024-09-22,Jembatan Penyeberangan Modern di Slipi Diresmikan,JPO modern dengan lift dan eskalator dibangun di kawasan padat Slipi.,Bisnis Indonesia,https://example.com/news/art-202409-0192,local,Jakarta Barat,infrastructure,0.0204,0.1037,0.0021
art-202409-0193,2024-09-08,Harga Properti Cakung Naik Signifikan,Kawasan Cakung mencatat kenaikan harga properti tertinggi di Jakarta Timur.,Kompas.com,https://example.com/news/art-202409-0193,local,Jakarta Timur,market,0.0629,0.1158,0.0073
art-202409-0194,2024-09-03,Jaringan Fiber Optik 5G Diperluas ke Seluruh Jakarta Utara,Operator telekomunikasi menyelesaikan pemasangan jaringan 5G untuk kawasan Jakarta Utara.,Kompas.com,https://example.com/news/art-202409-0194,local,Jakarta Utara,infrastructure,0.0525,0.1415,0.0074
art-202409-0195,2024-09-04,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,Jakarta Post,https://example.com/news/art-202409-0195,local,Jakarta Utara,infrastructure,0.0486,0.1201,0.0058
art-202409-0196,2024-09-29,PDAM Perluas Jaringan Air Bersih ke Cilincing,Proyek perluasan jaringan air bersih menjangkau 15.000 rumah tangga baru di Cilincing.,Kompas.com,https://example.com/news/art-202409-0196,regional,Jakarta Utara,infrastructure,0.0372,0.0993,0.0037
art-202410-0197,2024-10-31,Jalan Layang Antasari-Blok M Resmi Beroperasi,Jalan layang baru memangkas waktu tempuh Antasari ke Blok M dari 45 menjadi 15 menit.,Kontan,https://example.com/news/art-202410-0197,local,Jakarta Selatan,infrastructure,0.0572,0.117,0.0067
art-202410-0198,2024-10-21,Rumah Sakit Tipe A Baru Dibangun di Pasar Minggu,RS tipe A dengan fasilitas lengkap termasuk helipad dan pusat jantung mulai dibangun di Pasar Minggu.,CNBC Indonesia,https://example.com/news/art-202410-0198,local,Jakarta Selatan,development,0.0652,0.1009,0.0066
art-202410-0199,2024-10-12,Kawasan Kemang Transformasi Jadi Hub Mixed-Use,"Proyek revitalisasi Kemang mencakup residensial, komersial, dan ruang publik baru.",Kompas.com,https://example.com/news/art-202410-0199,regional,Jakarta Selatan,development,0.0413,0.1166,0.0048
art-202410-0200,2024-10-22,Pusat Kebudayaan Nasional Baru di Kemayoran,"Kompleks kebudayaan mencakup galeri seni, auditorium, dan museum akan dibangun di Kemayoran.",Kompas.com,https://example.com/news/art-202410-0200,local,Jakarta Pusat,development,0.068,0.1099,0.0075
art-202410-0201,2024-10-31,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,Detik Finance,https://example.com/news/art-202410-0201,regional,Jakarta Pusat,infrastructure,0.0637,0.0561,0.0036
art-202410-0202,2024-10-21,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Kompas.com,https://example.com/news/art-202410-0202,local,Jakarta Barat,market,0.0447,0.0564,0.0025
art-202410-0203,2024-10-07,Perpanjangan LRT ke Bekasi via Jakarta Timur Disetujui,Rencana perpanjangan LRT dari Jakarta Timur ke Bekasi mendapat persetujuan pemerintah.,Kontan,https://example.com/news/art-202410-0203,local,Jakarta Timur,infrastructure,0.05,0.1489,0.0074
art-202410-0204,2024-10-11,RSUD Baru Tipe B Dibangun di Duren Sawit,Rumah sakit umum daerah baru dengan 250 bed mulai dibangun untuk melayani warga Jakarta Timur.,CNBC Indonesia,https://example.com/news/art-202410-0204,regional,Jakarta Timur,development,0.0333,0.0651,0.0022
art-202410-0205,2024-10-05,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Tribun News,https://example.com/news/art-202410-0205,local,Jakarta Utara,infrastructure,0.0658,0.0777,0.0051
art-202411-0206,2024-11-08,Kampus Universitas Ternama Buka Cabang di Pondok Indah,Universitas terkemuka Indonesia membuka kampus cabang baru di kawasan Pondok Indah.,Kontan,https://example.com/news/art-202411-0206,local,Jakarta Selatan,development,0.0252,0.051,0.0013
art-202411-0207,2024-11-24,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,Bisnis Indonesia,https://example.com/news/art-202411-0207,local,Jakarta Pusat,development,0.0244,0.1019,0.0025
art-202411-0208,2024-11-08,Pusat Kebudayaan Nasional Baru di Kemayoran,"Kompleks kebudayaan mencakup galeri seni, auditorium, dan museum akan dibangun di Kemayoran.",Bisnis Indonesia,https://example.com/news/art-202411-0208,regional,Jakarta Pusat,development,0.0356,0.0916,0.0033
art-202411-0209,2024-11-15,Pengembangan Township Baru di Jakarta Barat,Proyek kota mandiri berskala besar diumumkan untuk kawasan barat Jakarta.,Bisnis Indonesia,https://example.com/news/art-202411-0209,local,Jakarta Barat,development,0.0535,0.1107,0.0059
art-202411-0210,2024-11-14,SPAM Baru Sediakan Air Bersih untuk 20.000 KK di Kalideres,Sistem penyediaan air minum baru menjangkau ribuan rumah tangga di Kalideres.,CNBC Indonesia,https://example.com/news/art-202411-0210,local,Jakarta Barat,infrastructure,0.0234,0.1499,0.0035
art-202411-0211,2024-11-05,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Detik Finance,https://example.com/news/art-202411-0211,local,Jakarta Timur,development,0.0389,0.1129,0.0044
art-202411-0212,2024-11-20,Koridor TransJakarta Baru ke Pulogebang Beroperasi,Rute BRT baru menghubungkan Terminal Pulogebang langsung ke Kampung Melayu.,Detik Finance,https://example.com/news/art-202411-0212,regional,Jakarta Timur,infrastructure,0.0459,0.1048,0.0048
art-202411-0213,2024-11-04,Ratusan Rumah Terendam Banjir di Penjaringan,"Intensitas hujan tinggi mengakibatkan banjir setinggi 50 cm di Penjaringan, Jakarta Utara.",Kontan,https://example.com/news/art-202411-0213,local,Jakarta Utara,disaster,-0.0371,0.093,-0.0034
art-202411-0214,2024-11-07,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Kontan,https://example.com/news/art-202411-0214,local,Jakarta Utara,infrastructure,0.0618,0.1269,0.0078
art-202412-0215,2024-12-14,Jaringan Pipa Gas Baru untuk Kawasan Kebayoran,PGN menyelesaikan instalasi jaringan gas rumah tangga untuk 10.000 rumah di Kebayoran.,Kompas.com,https://example.com/news/art-202412-0215,local,Jakarta Selatan,infrastructure,0.0414,0.0916,0.0038
art-202412-0216,2024-12-03,Koridor TransJakarta Baru Hubungkan Cilandak ke Sudirman,Rute BRT baru meningkatkan opsi transportasi umum untuk warga Cilandak dan sekitarnya.,Bisnis Indonesia,https://example.com/news/art-202412-0216,regional,Jakarta Selatan,infrastructure,0.0598,0.1187,0.0071
art-202412-0217,2024-12-18,Moratorium Pembangunan Hotel di Kawasan Thamrin,Kebijakan pembatasan pembangunan hotel baru di koridor Thamrin-Sudirman berlaku efektif.,CNBC Indonesia,https://example.com/news/art-202412-0217,local,Jakarta Pusat,policy,-0.012,0.1239,-0.0015
art-202412-0218,2024-12-28,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Detik Finance,https://example.com/news/art-202412-0218,regional,Jakarta Pusat,market,0.0436,0.0969,0.0042
art-202412-0219,2024-12-10,Banjir Rendam Kawasan Kalideres Jakarta Barat,Hujan deras mengakibatkan genangan di beberapa titik di Kalideres.,Kompas.com,https://example.com/news/art-202412-0219,local,Jakarta Barat,disaster,-0.0406,0.1416,-0.0057
art-202412-0220,2024-12-22,SPAM Baru Sediakan Air Bersih untuk 20.000 KK di Kalideres,Sistem penyediaan air minum baru menjangkau ribuan rumah tangga di Kalideres.,Kompas.com,https://example.com/news/art-202412-0220,local,Jakarta Barat,infrastructure,0.0365,0.1078,0.0039
art-202412-0221,2024-12-08,Waduk Retensi Baru di Cipinang Selesai Dibangun,Waduk baru berkapasitas 1 juta meter kubik mengurangi risiko banjir di Jakarta Timur.,Detik Finance,https://example.com/news/art-202412-0221,local,Jakarta Timur,infrastructure,0.0433,0.0615,0.0027
art-202412-0222,2024-12-01,PDAM Perluas Jaringan Air Bersih ke Cilincing,Proyek perluasan jaringan air bersih menjangkau 15.000 rumah tangga baru di Cilincing.,Jakarta Post,https://example.com/news/art-202412-0222,local,Jakarta Utara,infrastructure,0.0553,0.1114,0.0062
art-202412-0223,2024-12-09,Kawasan Reklamasi Jakarta Utara Tarik Investasi Baru,Pengembang besar mengumumkan proyek mixed-use di area reklamasi pantai utara Jakarta.,Kompas.com,https://example.com/news/art-202412-0223,local,Jakarta Utara,development,0.0488,0.0985,0.0048
art-202412-0224,2024-12-22,Indeks Harga Properti Nasional Menunjukkan Tren Positif,Indeks harga properti residensial Indonesia mencatat kenaikan kuartalan.,Kompas.com,https://example.com/news/art-202412-0224,national,,market,0.0352,0.0627,0.0022
art-202501-0225,2025-01-17,LRT Jabodebek Tingkatkan Konektivitas Jakarta Selatan,Pengoperasian LRT membuka akses baru ke kawasan premium di selatan Jakarta.,Kompas.com,https://example.com/news/art-202501-0225,local,Jakarta Selatan,infrastructure,0.0672,0.1472,0.0099
art-202501-0226,2025-01-25,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kontan,https://example.com/news/art-202501-0226,regional,Jakarta Selatan,development,0.035,0.0759,0.0027
art-202501-0227,2025-01-02,Pedestrianisasi Jalan Sabang Selesai,Proyek pedestrianisasi kawasan kuliner Sabang meningkatkan kualitas ruang publik Jakarta Pusat.,Kontan,https://example.com/news/art-202501-0227,local,Jakarta Pusat,infrastructure,0.0579,0.0656,0.0038
art-202501-0228,2025-01-15,Terowongan Bawah Tanah Tanah Abang-Sudirman Disetujui,Proyek terowongan kendaraan akan menghubungkan Tanah Abang langsung ke Sudirman tanpa macet.,Bisnis Indonesia,https://example.com/news/art-202501-0228,local,Jakarta Pusat,infrastructure,0.0389,0.1162,0.0045
art-202501-0229,2025-01-22,Harga Lahan Industri Jakarta Barat Naik,Permintaan lahan industri dan logistik di koridor barat Jakarta meningkat tajam.,Detik Finance,https://example.com/news/art-202501-0229,local,Jakarta Barat,market,0.0262,0.0801,0.0021
art-202501-0230,2025-01-01,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Bisnis Indonesia,https://example.com/news/art-202501-0230,local,Jakarta Timur,development,0.0253,0.0777,0.002
art-202501-0231,2025-01-10,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Kontan,https://example.com/news/art-202501-0231,local,Jakarta Timur,infrastructure,0.0613,0.1267,0.0078
art-202501-0232,2025-01-23,Perpanjangan LRT ke Bekasi via Jakarta Timur Disetujui,Rencana perpanjangan LRT dari Jakarta Timur ke Bekasi mendapat persetujuan pemerintah.,Detik Finance,https://example.com/news/art-202501-0232,regional,Jakarta Timur,infrastructure,0.0666,0.0676,0.0045
art-202501-0233,2025-01-28,Kualitas Air Bersih di Jakarta Utara Memburuk,Pencemaran air tanah di wilayah pesisir utara semakin meningkat akibat intrusi air laut.,Kompas.com,https://example.com/news/art-202501-0233,local,Jakarta Utara,environment,-0.0238,0.1064,-0.0025
art-202501-0234,2025-01-14,Bank Indonesia Pertahankan Suku Bunga Acuan,Bank sentral mempertahankan suku bunga acuan di level stabil untuk mendukung pertumbuhan ekonomi.,Detik Finance,https://example.com/news/art-202501-0234,national,,policy,0.0089,0.0578,0.0005
art-202502-0235,2025-02-11,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Detik Finance,https://example.com/news/art-202502-0235,local,Jakarta Selatan,development,0.0477,0.0703,0.0034
art-202502-0236,2025-02-12,Jalan Layang Antasari-Blok M Resmi Beroperasi,Jalan layang baru memangkas waktu tempuh Antasari ke Blok M dari 45 menjadi 15 menit.,Jakarta Post,https://example.com/news/art-202502-0236,local,Jakarta Selatan,infrastructure,0.079,0.096,0.0076
art-202502-0237,2025-02-13,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202502-0237,regional,Jakarta Selatan,market,0.0308,0.0912,0.0028
art-202502-0238,2025-02-21,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Kompas.com,https://example.com/news/art-202502-0238,local,Jakarta Pusat,infrastructure,0.031,0.1279,0.004
art-202502-0239,2025-02-27,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Kontan,https://example.com/news/art-202502-0239,regional,Jakarta Pusat,infrastructure,0.0754,0.0849,0.0064
art-202502-0240,2025-02-20,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Kompas.com,https://example.com/news/art-202502-0240,local,Jakarta Barat,market,0.0204,0.0603,0.0012
art-202502-0241,2025-02-21,Hypermarket dan Pusat Grosir Baru di Cengkareng,Pusat perbelanjaan grosir dan hypermarket berskala besar akan dibuka di Cengkareng.,Tribun News,https://example.com/news/art-202502-0241,local,Jakarta Barat,development,0.0537,0.0553,0.003
art-202502-0242,2025-02-21,RSUD Baru Tipe B Dibangun di Duren Sawit,Rumah sakit umum daerah baru dengan 250 bed mulai dibangun untuk melayani warga Jakarta Timur.,Bisnis Indonesia,https://example.com/news/art-202502-0242,local,Jakarta Timur,development,0.0394,0.1147,0.0045
art-202502-0243,2025-02-15,Sungai Ciliwung di Jakarta Timur Dinormalisasi,Proyek normalisasi sungai mengurangi risiko banjir di kawasan bantaran.,Detik Finance,https://example.com/news/art-202502-0243,local,Jakarta Timur,environment,0.0343,0.118,0.004
art-202502-0244,2025-02-17,Gardu Induk PLN Baru untuk Jakarta Timur Beroperasi,Gardu induk 150 kV baru meningkatkan keandalan pasokan listrik untuk 200.000 pelanggan.,Kompas.com,https://example.com/news/art-202502-0244,regional,Jakarta Timur,infrastructure,0.0328,0.0775,0.0025
art-202502-0245,2025-02-03,Tanggul Laut Jakarta Utara Jebol Akibat Gelombang Tinggi,"Gelombang pasang merusak tanggul pelindung di kawasan Muara Baru, mengancam permukiman sekitar.",CNBC Indonesia,https://example.com/news/art-202502-0245,local,Jakarta Utara,disaster,-0.0501,0.0557,-0.0028
art-202503-0246,2025-03-24,Rumah Sakit Tipe A Baru Dibangun di Pasar Minggu,RS tipe A dengan fasilitas lengkap termasuk helipad dan pusat jantung mulai dibangun di Pasar Minggu.,Tribun News,https://example.com/news/art-202503-0246,local,Jakarta Selatan,development,0.0459,0.0906,0.0042
art-202503-0247,2025-03-11,Harga Properti Pondok Indah Tembus Rekor Baru,Kawasan Pondok Indah mencatat harga tanah tertinggi sepanjang sejarah.,Jakarta Post,https://example.com/news/art-202503-0247,local,Jakarta Selatan,market,0.0408,0.1067,0.0044
art-202503-0248,2025-03-11,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,CNBC Indonesia,https://example.com/news/art-202503-0248,local,Jakarta Pusat,development,0.0252,0.0572,0.0014
art-202503-0249,2025-03-23,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Kompas.com,https://example.com/news/art-202503-0249,local,Jakarta Pusat,market,0.0261,0.0952,0.0025
art-202503-0250,2025-03-13,Flyover Tomang-Grogol Selesai Dibangun,Flyover baru mengurai kemacetan parah di simpang Tomang-Grogol setiap jam sibuk.,Tribun News,https://example.com/news/art-202503-0250,local,Jakarta Barat,infrastructure,0.0572,0.0864,0.0049
art-202503-0251,2025-03-11,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Detik Finance,https://example.com/news/art-202503-0251,local,Jakarta Timur,development,0.0236,0.0942,0.0022
art-202503-0252,2025-03-30,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Jakarta Post,https://example.com/news/art-202503-0252,regional,Jakarta Timur,development,0.0321,0.1007,0.0032
art-202503-0253,2025-03-12,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Kompas.com,https://example.com/news/art-202503-0253,local,Jakarta Utara,infrastructure,0.0365,0.1083,0.004
art-202503-0254,2025-03-23,Penurunan Tanah di Jakarta Utara Semakin Mengkhawatirkan,Studi terbaru menunjukkan laju penurunan muka tanah di Jakarta Utara mencapai 7 cm per tahun.,Kompas.com,https://example.com/news/art-202503-0254,local,Jakarta Utara,environment,-0.0306,0.0963,-0.0029
art-202503-0255,2025-03-22,Kebijakan Bangunan Hijau Wajib untuk Proyek Baru,Pemerintah mewajibkan standar green building untuk semua proyek konstruksi baru berskala besar.,CNBC Indonesia,https://example.com/news/art-202503-0255,national,,environment,0.0224,0.1054,0.0024
art-202504-0256,2025-04-21,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202504-0256,local,Jakarta Selatan,market,0.053,0.098,0.0052
art-202504-0257,2025-04-07,Pusat Perbelanjaan Baru Hadir di Cilandak,Mall lifestyle berkonsep open-air dengan 150 tenant akan dibuka di Cilandak Town Square.,Detik Finance,https://example.com/news/art-202504-0257,local,Jakarta Selatan,development,0.0438,0.0513,0.0022
art-202504-0258,2025-04-10,Taman Kota Seluas 5 Hektar Dibangun di Jagakarsa,"Pemda DKI membangun taman kota baru lengkap dengan jogging track, playground, dan skatepark.",Kompas.com,https://example.com/news/art-202504-0258,regional,Jakarta Selatan,development,0.0294,0.12,0.0035
art-202504-0259,2025-04-22,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Bisnis Indonesia,https://example.com/news/art-202504-0259,local,Jakarta Pusat,infrastructure,0.0542,0.1239,0.0067
art-202504-0260,2025-04-27,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Kompas.com,https://example.com/news/art-202504-0260,regional,Jakarta Pusat,infrastructure,0.0261,0.0877,0.0023
art-202504-0261,2025-04-14,SPAM Baru Sediakan Air Bersih untuk 20.000 KK di Kalideres,Sistem penyediaan air minum baru menjangkau ribuan rumah tangga di Kalideres.,Detik Finance,https://example.com/news/art-202504-0261,local,Jakarta Barat,infrastructure,0.0529,0.0666,0.0035
art-202504-0262,2025-04-25,Data Center Hyperscale Dibangun di Kawasan Industri Barat,Perusahaan teknologi global membangun data center berskala besar di Jakarta Barat.,Jakarta Post,https://example.com/news/art-202504-0262,local,Jakarta Barat,development,0.0494,0.1179,0.0058
art-202504-0263,2025-04-29,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Kontan,https://example.com/news/art-202504-0263,local,Jakarta Timur,infrastructure,0.0315,0.1466,0.0046
art-202504-0264,2025-04-25,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Kontan,https://example.com/news/art-202504-0264,local,Jakarta Utara,infrastructure,0.0557,0.0941,0.0052
art-202504-0265,2025-04-05,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,CNBC Indonesia,https://example.com/news/art-202504-0265,regional,Jakarta Utara,infrastructure,0.0594,0.1317,0.0078
art-202504-0266,2025-04-04,Regulasi Baru Kepemilikan Properti Asing Diumumkan,Pemerintah mengumumkan pembaruan regulasi kepemilikan properti untuk warga negara asing.,Bisnis Indonesia,https://example.com/news/art-202504-0266,national,,policy,0.0466,0.1374,0.0064
art-202505-0267,2025-05-17,MRT Fase 2 Jakarta Resmi Beroperasi,Pembukaan MRT fase 2 meningkatkan aksesibilitas kawasan selatan Jakarta secara drastis.,Kontan,https://example.com/news/art-202505-0267,national,,infrastructure,0.9,0.9,0.81
art-202505-0268,2025-05-10,Harga Properti Sekitar Stasiun MRT Melonjak,Properti dalam radius 500m dari stasiun MRT baru mengalami kenaikan harga 15-25%.,CNBC Indonesia,https://example.com/news/art-202505-0268,national,,infrastructure,0.85,0.85,0.7225
art-202505-0269,2025-05-06,TOD Masif Direncanakan di Sepanjang Rute MRT Fase 2,Pengembang berlomba mengajukan proposal transit-oriented development.,Kompas.com,https://example.com/news/art-202505-0269,national,,development,0.8,0.85,0.68
art-202505-0270,2025-05-30,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kompas.com,https://example.com/news/art-202505-0270,local,Jakarta Selatan,development,0.0441,0.1082,0.0048
art-202505-0271,2025-05-17,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kompas.com,https://example.com/news/art-202505-0271,regional,Jakarta Selatan,development,0.0358,0.0519,0.0019
art-202505-0272,2025-05-30,Revitalisasi Pasar Tanah Abang Dimulai,Proyek modernisasi pasar terbesar di Asia Tenggara resmi dimulai.,Kompas.com,https://example.com/news/art-202505-0272,local,Jakarta Pusat,development,0.0622,0.0762,0.0047
art-202505-0273,2025-05-30,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Kompas.com,https://example.com/news/art-202505-0273,regional,Jakarta Pusat,infrastructure,0.0346,0.0646,0.0022
