property_id,url,title,price,price_display,price_currency,property_type,region,district,full_address,latitude,longitude,land_size_sqm,building_size_sqm,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,garages,condition,certificate_type,furnished_status,electricity_watt,facing_direction,building_material,floor_material,water_source,facilities,agent_name,agent_company,scraped_at,mall_5km,school_5km,school_2km,hospital_5km,hospital_2km,transit_1km,transit_5km,park_5km
hos41006685,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rumah-rapih-full-furnished-bagus-2-lantai-layar-permai-pik-shm-hos41006685/,Rumah Rapih Full Furnished Bagus 2 Lantai Layar Permai Pik SHM,1800000000.0,"Rp 1,8 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara","Jl. Layar Permai 10 no 77, Kapuk Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta, Indonesia",-6.102623,106.74115,48.0,64.0,2.0,2.0,,1.0,2.0,1.0,,Bagus,SHM,Furnished,,Utara,,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, One Gate System, Laundry, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Teras, AC, Tempat Cuci",Candra Tjhai,ERA FIESTA PIK,2026-02-20T17:00:36.311125+00:00,4,9,5,7,3,4,8,3
hos41013161,https://www.rumah123.com/properti/jakarta-barat-duri-kepa/ana-rumah-baru-3lt-luas-55x116m-modern-minimalis-di-duri-kepa-kebon-jeruk-good-deal-hos41013161/,"Ana Rumah Baru 3Lt Luas 5.5X11.6m Modern Minimalis di Duri Kepa, Kebon Jeruk - * Good- Deal !!*",2270000000.0,"Rp 2,27 Miliar",IDR,Rumah,Jakarta Barat,"Duri Kepa, Jakarta Barat",Perumahan/Komplek,-6.17365,106.775772,64.0,181.0,5.0,3.0,1.0,1.0,3.0,2.0,,,SHM,Unfurnished,2200.0,Selatan,,Granit,PAM atau PDAM,,ANA*PROPERTY JELAMBAR,ANA*PROPERTY JELAMBAR,2026-02-20T17:00:36.916735+00:00,6,13,5,5,2,2,10,5
hos41041529,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/dijual-rumah-rapih-kelapa-gading-shm-hos41041529/,Dijual Rumah Rapih Kelapa Gading SHM,3500000000.0,"Rp 3,5 Miliar",IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara","Jl. Pelepah Raya No. Bl Wt1/11, Kelapa Gading Timur, Kelapa Gading, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14240",-6.15808,106.918152,126.0,267.0,4.0,4.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,4400.0,Barat Daya,,,PAM atau PDAM,,Candra Tjhai,ERA FIESTA PIK,2026-02-20T17:00:39.008274+00:00,4,15,3,9,1,4,10,5
hos18654220,https://www.rumah123.com/properti/jakarta-timur-cibubur/3-menit-ke-lrt-harjamukti-tol-jagorawi-rumah-2-lt-baru-renovasi-hos18654220/,"Murah, Dekat LRT Harjamukti & Tol, Rumah 2 Lantai, Baru Renovasi",1000000000.0,Rp 1 Miliar,IDR,Rumah,Jakarta Timur,"Cibubur, Jakarta Timur",Komplek Perumahan,-6.35611,106.895111,95.0,105.0,3.0,2.0,,,2.0,1.0,,Sudah Renovasi,HGB,Unfurnished,2200.0,,Bata Merah,,Sumur Pompa,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, Tempat Jemuran",Handayani,$undefined,2026-02-20T17:00:41.346432+00:00,4,13,4,4,2,1,10,5
hos39654227,https://www.rumah123.com/properti/jakarta-pusat-cempaka-putih/rumah-murah-15-lantai-bisa-untuk-kost-6-kamar-cempaka-putih-jkt-hos39654227/,Rumah Murah 1.5 Lantai bisa untuk Kost 6 Kamar Cempaka Putih Jkt,3600000000.0,"Rp 3,6 Miliar",IDR,Rumah,Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",Perumahan/Komplek,-6.18128,106.87535,145.0,100.0,6.0,2.0,1.0,1.0,2.0,,,Renovasi Minimum,SHM,Unfurnished,4400.0,,Bata Merah,Keramik,PAM atau PDAM,"Taman, Wastafel, Kitchen Set, Tempat Jemuran, Taman, Teras",Darto,Matrix Propertindo,2026-02-20T17:00:42.268496+00:00,8,20,5,9,4,3,15,8
hos41092432,https://www.rumah123.com/properti/jakarta-timur-cibubur/5-menit-ke-lrt-harjamukti-rumah-hook-2-lt-akses-strategis-hos41092432/,"Hook, 5 Menit ke LRT Harjamukti, Rumah 2 Lantai, Dekat Masjid",1950000000.0,"Rp 1,95 Miliar",IDR,Rumah,Jakarta Timur,"Cibubur, Jakarta Timur",Komplek Perumahan,-6.35611,106.895111,197.0,100.0,4.0,3.0,,1.0,2.0,1.0,,Bagus,SHM,Semi Furnished,5500.0,Barat,Bata Merah,,Sumur Bor,"Masjid, Akses Parkir, Taman, CCTV, One Gate System, Wastafel, Tempat Jemuran, Taman, Teras, AC, Backyard, Tempat Cuci",Handayani,$undefined,2026-02-20T17:00:42.299973+00:00,4,12,4,7,1,2,9,4
hos39783590,https://www.rumah123.com/properti/jakarta-pusat-kemayoran/rumah-murah-dibawah-njop-bisa-untuk-usaha-kepu-selatan-kemayoran-hos39783590/,Rumah Murah Dibawah Njop Bisa Untuk Usaha Kepu Selatan Kemayoran,8400000000.0,"Rp 8,4 Miliar",IDR,Rumah,Jakarta Pusat,"Kemayoran, Jakarta Pusat",Fasilitas Perumahan,-6.1857,106.853,410.0,400.0,4.0,4.0,1.0,1.0,2.0,3.0,,Renovasi Total,HGB,Unfurnished,2200.0,Utara,Bata Merah,Keramik,Sumur Pompa,"Akses Parkir, Wastafel, Tempat Jemuran",Darto,Matrix Propertindo,2026-02-20T17:00:43.217773+00:00,5,15,6,7,3,2,12,6
hos40963384,https://www.rumah123.com/properti/jakarta-selatan-lebak-bulus/rumah-modern-di-lebak-bulus-gratis-mobil-listrik-dan-kitchen-set-hos40963384/,"Rumah Modern di Lebak Bulus, Gratis Mobil Listrik & Kitchen Set",1700000000.0,"Rp 1,7 Miliar",IDR,Rumah,Jakarta Selatan,"Lebak Bulus, Jakarta Selatan","Jl. Lebak Bulus I No. 5, Cilandak Barat, Cilandak, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12430",-6.31254,106.804207,100.0,129.0,4.0,3.0,,,2.0,2.0,,Bagus,SHM,Furnished,3300.0,Selatan,Bata Hebel,"Granit, Keramik, Ubin, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, CCTV, One Gate System, Jogging Track, Taman Bermain, Wastafel, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Adi,PropertiTour,2026-02-20T17:28:06.122095+00:00,8,18,7,8,1,5,10,7
hos40781900,https://www.rumah123.com/properti/jakarta-selatan-lebak-bulus/rumah-mewah-modern-classic-di-lebak-bulus-lokasi-paling-strategis-tanah-luas-eksklusifdi-jakarta-selatan-hos40781900/,Modern Classic di Lebak Bulus 5 Menit MRT Lebakbulus Paling Murah,2550000000.0,"Rp 2,55 Miliar",IDR,Rumah,Jakarta Selatan,"Lebak Bulus, Jakarta Selatan","Bamboo Premium Residence, Jl. Tamansari I No.65, Lebak Bulus, Cilandak, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12440",-6.31254,106.804207,81.0,150.0,4.0,4.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,3300.0,,"Bata Merah, Bata Hebel","Granit, Keramik, Ubin",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, One Gate System, Wastafel, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Adi,PropertiTour,2026-02-20T17:28:06.306410+00:00,8,13,5,11,3,3,15,8
hos40723184,https://www.rumah123.com/properti/jakarta-selatan-lebak-bulus/rumah-mewah-murah-2-lantai-di-lebak-bulus-rumah-dengan-tanah-luas-akses-strategis-di-tengah-kota-rumah-termurah-di-hos40723184/,Rumah 2 Lantai di Lebak Bulus Tanah Luas Akses Strategis Termurah,1900000000.0,"Rp 1,9 Miliar",IDR,Rumah,Jakarta Selatan,"Lebak Bulus, Jakarta Selatan","Stasiun MRT Lebak Bulus Grab, Jl. Lebak Bulus Raya, Lebak Bulus, Cilandak, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12440",-6.31254,106.804207,70.0,117.0,3.0,3.0,,,3.0,2.0,,Sudah Renovasi,SHM,Semi Furnished,2200.0,,Bata Merah,Granit,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, CCTV, One Gate System, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Kolam Renang, Teras, CCTV, Backyard, Tempat Cuci",Adi,PropertiTour,2026-02-20T17:28:06.547804+00:00,8,19,7,12,4,2,14,6
hos40760497,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-4-lantai-di-jagakarsa-jakarta-selatan-selangkah-ke-tol-andara-satu-cluster-sama-artis-raffi-ahmad-hos40760497/,Rumah 4 Lantai di Jagakarsa Jakarta Selatan Selangkah Tol Andara Satu Cluster Sama Artis Raffi Ahmad,4800000000.0,"Rp 4,8 Miliar",IDR,Rumah,Jakarta Selatan,"Jagakarsa, Jakarta Selatan","Gerbang Green Andara Residences, Jl. Andara, Pangkalanjati Baru, Cinere, Kota Depok, Jawa Barat, Indonesia, 16513",-6.3328,106.831299,108.0,258.0,5.0,4.0,1.0,1.0,4.0,2.0,,Bagus,SHM,Unfurnished,5500.0,,Bata Merah,Granit,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, CCTV, One Gate System, Taman Bermain, Wastafel, Kitchen Set, Water Heater, Telepon, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Adi,PropertiTour,2026-02-20T17:28:09.043492+00:00,10,13,5,6,2,3,9,8
hos40786760,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-mewah-murah-2-lantai-di-jagakarsa-jakarta-selatan-dengan-tanah-luas-dan-area-strategis-hos40786760/,Rumah Mewah Murah 2 Lantai di Jagakarsa Jakarta Selatan dengan Tanah Luas dan Area Strategis,1850000000.0,"Rp 1,85 Miliar",IDR,Rumah,Jakarta Selatan,"Jagakarsa, Jakarta Selatan",Perumahan/Komplek,-6.3328,106.831299,96.0,160.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,3300.0,,Bata Merah,"Granit, Keramik, Ubin",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, CCTV, One Gate System, Wastafel, Kitchen Set, Kompor, Water Heater, Telepon, Teras, CCTV, AC",Adi,PropertiTour,2026-02-20T17:28:15.834318+00:00,5,10,5,8,2,3,16,7
hos40788663,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-mewah-paling-estetik-2-lantai-di-jagakarsa-jakarta-selatan-hos40788663/,Rumah Mewah Paling Estetik 2 Lantai di Jagakarsa Jakarta Selatan,2000000000.0,Rp 2 Miliar,IDR,Rumah,Jakarta Selatan,"Jagakarsa, Jakarta Selatan",Komplek Perumahan,-6.3328,106.831299,80.0,108.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,3300.0,,"Bata Merah, Bata Hebel","Granit, Keramik, Ubin",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Taman Bermain, Wastafel, Kitchen Set, Water Heater, Telepon, Kolam Renang, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Adi,PropertiTour,2026-02-20T17:28:16.190273+00:00,10,15,7,9,3,3,14,5
hos40792257,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-mewah-american-classic-3-lantai-dengan-tanah-luas-kawasan-eksklusif-di-jagakarsa-jakarta-selatan-hos40792257/,Rumah Mewah American Classic 3 Lantai dengan Tanah Luas Kawasan Eksklusif di Jagakarsa Jakarta Selatan,3850000000.0,"Rp 3,85 Miliar",IDR,Rumah,Jakarta Selatan,"Jagakarsa, Jakarta Selatan",Komplek Perumahan,-6.3328,106.831299,104.0,290.0,4.0,4.0,1.0,1.0,3.0,2.0,,Bagus,SHM,Unfurnished,4400.0,,Bata Merah,"Granit, Keramik, Ubin",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, CCTV, One Gate System, Jogging Track, Wastafel, Kitchen Set, Kompor, Water Heater, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Adi,PropertiTour,2026-02-20T17:28:16.440909+00:00,5,15,4,13,4,5,14,7
hos16225273,https://www.rumah123.com/properti/jakarta-selatan-tebet/rumah-murah-classic-modern-tebet-mas-spesifikasi-mahal-siap-huni-jual-cepat-lihat-jamin-beli-hos16225273/,Rumah Murah Classic Modern Tebet Mas Spesifikasi Mahal Siap Huni Jual Cepat Lihat Jamin Beli,15500000000.0,"Rp 15,5 Miliar",IDR,Rumah,Jakarta Selatan,"Tebet, Jakarta Selatan",Perumahan/Komplek,-6.2258400917053,106.85681152344,350.0,340.0,3.0,4.0,,2.0,2.0,3.0,,Bagus,SHM,Unfurnished,11000.0,Timur,Beton,Marmer,Sumur Bor,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, One Gate System, Laundry, Wastafel, Water Heater, Tempat Jemuran, Telepon, Taman",Rio,Kuncimas Property,2026-02-20T17:28:19.324764+00:00,4,11,7,12,1,3,11,6
hos41076784,https://www.rumah123.com/properti/jakarta-selatan-kemang/rumah-luxury-di-kemang-jakarta-selatan-dengan-interior-hos41076784/,Rumah Luxury di Kemang Jakarta Selatan dengan Interior,62000000000.0,Rp 62 Miliar,IDR,Rumah,Jakarta Selatan,"Kemang, Jakarta Selatan","Jl. Kemang Timur V No.38, Bangka, Mampang Prapatan, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12730",-6.266904,106.823929,900.0,1000.0,7.0,7.0,3.0,2.0,3.0,10.0,,Bagus,SHM,Semi Furnished,6600.0,Timur,"Beton, Bata Hebel","Keramik, Marmer, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Kulkas, Kitchen Set, Kompor, Tempat Jemuran, Telepon, Kolam Renang, Taman, Kolam Ikan, Teras, CCTV, AC, Backyard, Tempat Cuci",Rico Math,Creative Property PIK,2026-02-20T17:29:07.897085+00:00,7,11,3,6,4,3,14,7
hos40879639,https://www.rumah123.com/properti/jakarta-selatan-cilandak/jual-rumah-bagus-di-cilandak-barat-jakarta-selatan-hos40879639/,For Sale Rumah Mewah SHM di Cilandak Barat Jakarta Selatan,42000000000.0,Rp 42 Miliar,IDR,Rumah,Jakarta Selatan,"Cilandak, Jakarta Selatan",Rekomendasi Komplek Properti,-6.33405,106.793442,1925.0,850.0,6.0,6.0,2.0,1.0,1.0,10.0,,Bagus,SHM,Furnished,23000.0,,Bata Merah,,PAM atau PDAM,"Kolam Renang, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Kolam Renang, Taman, Kolam Ikan, AC",O Christina S,Century21 Nexus ,2026-02-20T17:29:12.352371+00:00,6,17,6,8,2,3,16,5
hos40306473,https://www.rumah123.com/properti/jakarta-selatan-kebayoran-lama/rumah-butuh-minim-renovasi-di-jl-bendi-iv-di-kebayoran-lama-hos40306473/,Rumah Ready di Bendi Iv Sertifikat AJB Dekat Fasilitas,6700000000.0,"Rp 6,7 Miliar",IDR,Rumah,Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan","Jl. Bendi IV No. 32, Kebayoran Lama Utara, Kebayoran Lama, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12240",-6.250477,106.786613,558.0,305.0,5.0,3.0,2.0,2.0,2.0,2.0,,Renovasi Minimum,SHM,Unfurnished,7600.0,Utara,Bata Merah,Keramik,PAM atau PDAM,"Akses Parkir, Jogging Track, Wastafel, Kitchen Set, Tempat Jemuran, Telepon, Taman, Teras","LUZI, SE",ERA Star,2026-02-20T17:29:13.240235+00:00,6,20,5,9,2,2,11,8
hos17900021,https://www.rumah123.com/properti/jakarta-selatan-lebak-bulus/rumah-tenang-dengan-lingkungan-yang-menyenangkan-untuk-keluarga-hos17900021/,Rumah Tenang Dengan Lingkungan Yang Menyenangkan Untuk Keluarga,4750000000.0,"Rp 4,75 Miliar",IDR,Rumah,Jakarta Selatan,"Lebak Bulus, Jakarta Selatan","Jl. Margasatwa, Pondok Labu",-6.31254,106.80421,282.0,250.0,3.0,3.0,1.0,1.0,2.0,1.0,,,SHM,Unfurnished,3500.0,Barat,Bata Merah,Keramik,Sumur Bor,"Keamanan 24 Jam, Akses Parkir, Taman, One Gate System, Wastafel, Kitchen Set, Telepon, Taman",Helen Mayanti,$undefined,2026-02-20T17:29:24.594559+00:00,8,10,5,10,4,5,12,3
hos15165675,https://www.rumah123.com/properti/jakarta-selatan-pondok-indah/dijual-rumah-pondok-indah-jakarta-selatan-dekat-mall-pondok-indah-hos15165675/,Dijual Rumah Pondok Indah Alam Segar Jakarta Selatan Dekat Mall Pondok Indah,9500000000.0,"Rp 9,5 Miliar",IDR,Rumah,Jakarta Selatan,"Pondok Indah, Jakarta Selatan",Pondok Indah Jakarta Selatan,-6.2754,106.78206,260.0,310.0,4.0,5.0,1.0,3.0,3.0,3.0,,Bagus,SHM,Semi Furnished,10000.0,Timur,Bata Merah,Keramik,Sumur Pompa,"Keamanan 24 Jam, Taman, One Gate System, Wastafel, Kitchen Set, Tempat Jemuran, Telepon",Batara .,LJH Realty Sawangan,2026-02-20T17:29:27.195338+00:00,8,9,4,5,3,1,17,8
hos17332827,https://www.rumah123.com/properti/jakarta-selatan-pondok-indah/rumah-bagus-di-pondok-indah-jakarta-selatan-hos17332827/,"Rumah Bagus di Pondok Indah, Jakarta Selatan",16500000000.0,"Rp 16,5 Miliar",IDR,Rumah,Jakarta Selatan,"Pondok Indah, Jakarta Selatan",Pondok Indah,-6.2754,106.78206,282.0,315.0,5.0,3.0,2.0,1.0,2.0,2.0,,Bagus,HGB,Semi Furnished,4400.0,Timur,"Bata Merah, Bata Hebel","Granit, Keramik",PAM atau PDAM,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, CCTV, One Gate System, Laundry, Wastafel, Kitchen Set, AC, Tempat Jemuran, Telepon, Taman, Kolam Ikan",Asri,Eagle Tree,2026-02-20T17:29:34.531053+00:00,9,16,3,6,2,5,10,6
hos12198849,https://www.rumah123.com/properti/jakarta-selatan-kebayoran-baru/rumah-besar-di-kawasan-elit-kebayoran-baru-siap-huniusaha-hos12198849/,Rumah Besar di Kawasan Elit Kebayoran Baru Siap Huni/Usaha,27000000000.0,Rp 27 Miliar,IDR,Rumah,Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",Jl. Wijaya ,-6.2456989371893,106.80892815857,310.0,600.0,6.0,4.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,11000.0,Selatan,Bata Merah,Granit,Sumur Bor,"Akses Parkir, Wastafel, Kitchen Set, AC, Tempat Jemuran, Telepon, Taman, Teras, AC, Tempat Cuci",M  Noor Chandra,Nusapro Agen,2026-02-20T17:29:42.569396+00:00,6,19,5,10,2,4,9,5
hos15055276,https://www.rumah123.com/properti/jakarta-selatan-kebayoran-baru/rumah-mewah-baru-modern-tropis-2-lantai-di-kebayoran-jakarta-selatan-shm-hos15055276/,Rumah Mewah Modern Tropis 3 Lantai SHM di Kebayoran Jakarta Selatan,34000000000.0,Rp 34 Miliar,IDR,Rumah,Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",Proyek Perumahan di Jakarta Selatan,-6.2456989371893,106.80892815857,1000.0,600.0,5.0,5.0,1.0,1.0,3.0,4.0,,Bagus,SHM,Furnished,10600.0,Timur Laut,,Marmer,Sumur Pompa,"Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Kolam Renang, Taman, Teras, CCTV, AC, Backyard, Tempat Cuci",Lucia Diah Permanasari,The Homes Tebet,2026-02-20T17:29:44.356082+00:00,9,10,3,9,1,5,10,8
hos18808739,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-3-lt-serasa-villa-view-danau-jarang-ada-unit-terbatas-no-banjir-hos18808739/,Rumah 3 Lt Serasa Villa View Danau Jarang Ada Unit Terbatas No Banjir !!,2600000000.0,"Rp 2,6 Miliar",IDR,Rumah,Jakarta Selatan,"Jagakarsa, Jakarta Selatan","Jalan M Kahfi 1, Jalan Aselih Raya Jagakarsa Jakarta Selatan.",-6.3510320383596,106.79673839574,100.0,155.0,5.0,5.0,1.0,1.0,3.0,2.0,,Bagus,SHM,Semi Furnished,2200.0,Barat Laut,Bata Hebel,Granit,Sumur Bor,"Keamanan 24 Jam, Akses Parkir, Taman, CCTV, One Gate System, Wastafel, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Taman",Wahyu Adkpro,ADK Property,2026-02-20T17:29:49.220717+00:00,7,19,4,10,4,4,8,4
hos40240867,https://www.rumah123.com/properti/jakarta-selatan-jati-padang/rumah-di-di-perumahan-bank-rakyat-indonesia-ragunan-di-jl-murai-hos40240867/,"Aset Lelang Premium Di Jati Padang, Nilai Pasar 12 Miliar",7700000000.0,"Rp 7,7 Miliar",IDR,Rumah,Jakarta Selatan,"Jati Padang, Jakarta Selatan","Perumahan Bank Rakyat Indonesia Ragunan, Jl. Murai Permai Blok C No.8, Jati Padang, Pasar Minggu, Kota Jakarta Selatan, DKI Jakarta, Indonesia, 12540",-6.29346,106.8358,655.0,788.0,7.0,7.0,2.0,2.0,2.0,2.0,,Bagus,SHM,Unfurnished,8000.0,Barat,Bata Merah,Keramik,PAM atau PDAM,"Akses Parkir, Mesin Cuci, Tempat Jemuran, Telepon, Teras","LUZI, SE",ERA Star,2026-02-20T17:29:49.435055+00:00,8,9,4,8,1,3,16,5
hos39712170,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/rumah-2-lantai-cluster-amerika-latin-dekat-kawasan-ruko-green-lake-hos39712170/,Rumah 2 Lantai Cluster Amerika Latin Dekat Kawasan Ruko Green Lake,4000000000.0,Rp 4 Miliar,IDR,Rumah,Jakarta Barat,"Green Lake City, Jakarta Barat","Gerbang Cluster Amerika Latin Green Lake Residence, Green Lake City Residence, Jl. Dasana Puri, Petir, Cipondoh, Kota Tangerang, Banten, Indonesia, 15147",-6.184470161669452,106.70732228895416,144.0,180.0,3.0,4.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,4400.0,,,,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Kulkas, Kitchen Set, Water Heater, Tempat Jemuran",Hary Prasetiyo,Era Fiesta Metland,2026-02-20T17:30:15.343567+00:00,7,13,4,7,1,3,7,4
hos39772248,https://www.rumah123.com/properti/jakarta-barat-permata-buana/rumah-mewah-taman-permata-buana-kembangan-4-kamar-lt-250m2-hos39772248/,Rumah Mewah Taman Permata Buana Kembangan 4 Kamar - LT 250M2,15500000000.0,"Rp 15,5 Miliar",IDR,Rumah,Jakarta Barat,"Permata Buana, Jakarta Barat",Perumahan/Komplek,-6.176169,106.742538,250.0,564.0,4.0,4.0,2.0,2.0,2.0,2.0,,Bagus,SHM,Furnished,,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, Wastafel, Kulkas, Kitchen Set, Water Heater, Tempat Jemuran, Telepon, Taman, Teras",Santi Koea,INTERPRO Properti,2026-02-20T17:30:16.752998+00:00,5,11,5,7,1,3,6,3
